controller_id,Kp,Ki_per_s,closed_loop_bandwidth_rad_s,run_ids,independent_run_count,complete_cycle_count
C01,1.0950194277640408,35.3543117569253,42.676389767006505,9;10,2,12
C02,1.0950194277640406,27.695946080806564,37.19224109129341,11,1,22
C03,0.7582715177204755,17.7254054917162,26.755572435562037,12,1,14
C04,0.5337729110247653,12.309309369247366,20.15781622248678,13;18,2,12
C05,0.5337729110247652,10.96586424629373,18.289790895994166,14,1,5
C06,0.7582715177204755,15.790844514662975,24.644105374412874,15,1,5
C07,0.37341676338497237,8.056553323807641,14.162449402101148,16,1,6
C08,0.7582715177204755,25.815419980858856,34.25714440503427,17,1,4
C09,0.37341676338497237,9.043574230467451,15.80301520623734,19,1,5
