direction,channel,calibration_threshold,mad_ratio_target_over_source,q99_ratio_target_over_source,wasserstein_distance,ks_statistic_descriptive
C04_TO_C01,r_y,0.47841476441299235,0.999998789230888,1.5672036958547633,0.01090100539274895,0.06197916666666667
C01_TO_C04,r_y,0.7490868448685966,1.0000012107705778,0.6380791486422531,0.01090100539274895,0.06197916666666667
C04_TO_C01,r_u,0.382446823975948,2.394006263192475,2.419011028449549,0.09328493758921474,0.4225
C01_TO_C04,r_u,0.9259913642062267,0.4177098512125326,0.4133920797545698,0.09328493758921474,0.4225
C04_TO_C01,joint,6.547360517162326,0.8598814325221694,1.6256553788388564,0.4309520689910436,0.17520833333333333
C01_TO_C04,joint,13.889607585983851,0.6226787161925091,0.6716690459007955,0.4088374069238435,0.1746875
