degradation_mode,severity_fraction,strategy,evaluation_controller,channel,evaluation_cycles,evaluation_samples,quantity,exceedance_count
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,387
A_reduction,0.1,DURATION_POOLED_LOCO,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,297
A_reduction,0.1,DURATION_POOLED_LOCO,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,510
A_reduction,0.1,DURATION_POOLED_LOCO,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,356
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,247
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,125
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,313
A_reduction,0.1,DURATION_POOLED_GLOBAL,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,230
A_reduction,0.1,DURATION_POOLED_GLOBAL,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,129
A_reduction,0.1,DURATION_POOLED_GLOBAL,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,248
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,325
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,257
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,300
A_reduction,0.1,DURATION_POOLED_LOCO,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,272
A_reduction,0.1,DURATION_POOLED_LOCO,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,137
A_reduction,0.1,DURATION_POOLED_LOCO,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,278
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,89
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,323
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,1051
A_reduction,0.1,DURATION_POOLED_GLOBAL,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,36
A_reduction,0.1,DURATION_POOLED_GLOBAL,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_GLOBAL,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,40
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,39
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,31
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,76
A_reduction,0.1,DURATION_POOLED_LOCO,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,35
A_reduction,0.1,DURATION_POOLED_LOCO,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_LOCO,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,40
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,23
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,906
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,167
A_reduction,0.1,DURATION_POOLED_GLOBAL,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,8
A_reduction,0.1,DURATION_POOLED_GLOBAL,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_GLOBAL,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,12
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,14
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,8
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,15
A_reduction,0.1,DURATION_POOLED_LOCO,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,8
A_reduction,0.1,DURATION_POOLED_LOCO,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_LOCO,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,12
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,63
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,53
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,465
A_reduction,0.1,DURATION_POOLED_GLOBAL,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,16
A_reduction,0.1,DURATION_POOLED_GLOBAL,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,11
A_reduction,0.1,DURATION_POOLED_GLOBAL,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,19
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,26
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,26
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,20
A_reduction,0.1,DURATION_POOLED_LOCO,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,16
A_reduction,0.1,DURATION_POOLED_LOCO,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,11
A_reduction,0.1,DURATION_POOLED_LOCO,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,16
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,34
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,1877
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,450
A_reduction,0.1,DURATION_POOLED_GLOBAL,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,13
A_reduction,0.1,DURATION_POOLED_GLOBAL,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_GLOBAL,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,24
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,18
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,431
A_reduction,0.1,DURATION_POOLED_LOCO,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,12
A_reduction,0.1,DURATION_POOLED_LOCO,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_LOCO,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,30
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,55
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,49
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,50
A_reduction,0.1,DURATION_POOLED_GLOBAL,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,56
A_reduction,0.1,DURATION_POOLED_GLOBAL,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,46
A_reduction,0.1,DURATION_POOLED_GLOBAL,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,60
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,64
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,73
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,67
A_reduction,0.1,DURATION_POOLED_LOCO,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,56
A_reduction,0.1,DURATION_POOLED_LOCO,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,46
A_reduction,0.1,DURATION_POOLED_LOCO,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,61
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,31
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1448
A_reduction,0.1,SINGLE_CONTROLLER_HELD_OUT,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,1956
A_reduction,0.1,DURATION_POOLED_GLOBAL,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,13
A_reduction,0.1,DURATION_POOLED_GLOBAL,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_GLOBAL,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,29
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,20
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,CONTROLLER_BALANCED_GLOBAL,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,364
A_reduction,0.1,DURATION_POOLED_LOCO,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,13
A_reduction,0.1,DURATION_POOLED_LOCO,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,0
A_reduction,0.1,DURATION_POOLED_LOCO,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,20
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,308
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,1686
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,1328
A_reduction,0.2,DURATION_POOLED_GLOBAL,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,392
A_reduction,0.2,DURATION_POOLED_GLOBAL,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3490
A_reduction,0.2,DURATION_POOLED_GLOBAL,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,1375
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,443
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3877
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,1461
A_reduction,0.2,DURATION_POOLED_LOCO,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,399
A_reduction,0.2,DURATION_POOLED_LOCO,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3848
A_reduction,0.2,DURATION_POOLED_LOCO,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,1394
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,485
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,3645
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2172
A_reduction,0.2,DURATION_POOLED_GLOBAL,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,503
A_reduction,0.2,DURATION_POOLED_GLOBAL,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,6243
A_reduction,0.2,DURATION_POOLED_GLOBAL,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2187
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,582
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,7316
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2465
A_reduction,0.2,DURATION_POOLED_LOCO,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,504
A_reduction,0.2,DURATION_POOLED_LOCO,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,7257
A_reduction,0.2,DURATION_POOLED_LOCO,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2331
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,413
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,3533
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,1497
A_reduction,0.2,DURATION_POOLED_GLOBAL,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,393
A_reduction,0.2,DURATION_POOLED_GLOBAL,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,3970
A_reduction,0.2,DURATION_POOLED_GLOBAL,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,1488
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,462
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,4573
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,1565
A_reduction,0.2,DURATION_POOLED_LOCO,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,428
A_reduction,0.2,DURATION_POOLED_LOCO,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,4161
A_reduction,0.2,DURATION_POOLED_LOCO,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,1512
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,300
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,4813
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,4012
A_reduction,0.2,DURATION_POOLED_GLOBAL,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,146
A_reduction,0.2,DURATION_POOLED_GLOBAL,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3150
A_reduction,0.2,DURATION_POOLED_GLOBAL,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,1149
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,203
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3815
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,1215
A_reduction,0.2,DURATION_POOLED_LOCO,C04,r_y,12,9600,simulation-based threshold-exceedance sensitivity,146
A_reduction,0.2,DURATION_POOLED_LOCO,C04,r_u,12,9600,simulation-based threshold-exceedance sensitivity,2778
A_reduction,0.2,DURATION_POOLED_LOCO,C04,joint,12,9600,simulation-based threshold-exceedance sensitivity,1122
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,66
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,2014
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,493
A_reduction,0.2,DURATION_POOLED_GLOBAL,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,28
A_reduction,0.2,DURATION_POOLED_GLOBAL,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1384
A_reduction,0.2,DURATION_POOLED_GLOBAL,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,418
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,43
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1560
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,436
A_reduction,0.2,DURATION_POOLED_LOCO,C05,r_y,5,4000,simulation-based threshold-exceedance sensitivity,28
A_reduction,0.2,DURATION_POOLED_LOCO,C05,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1210
A_reduction,0.2,DURATION_POOLED_LOCO,C05,joint,5,4000,simulation-based threshold-exceedance sensitivity,417
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,160
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1601
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,2043
A_reduction,0.2,DURATION_POOLED_GLOBAL,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,78
A_reduction,0.2,DURATION_POOLED_GLOBAL,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1401
A_reduction,0.2,DURATION_POOLED_GLOBAL,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,478
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,98
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1585
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,508
A_reduction,0.2,DURATION_POOLED_LOCO,C06,r_y,5,4000,simulation-based threshold-exceedance sensitivity,78
A_reduction,0.2,DURATION_POOLED_LOCO,C06,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1228
A_reduction,0.2,DURATION_POOLED_LOCO,C06,joint,5,4000,simulation-based threshold-exceedance sensitivity,477
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,94
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,2495
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,2386
A_reduction,0.2,DURATION_POOLED_GLOBAL,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,52
A_reduction,0.2,DURATION_POOLED_GLOBAL,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,1655
A_reduction,0.2,DURATION_POOLED_GLOBAL,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,521
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,65
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,1862
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,553
A_reduction,0.2,DURATION_POOLED_LOCO,C07,r_y,6,4800,simulation-based threshold-exceedance sensitivity,51
A_reduction,0.2,DURATION_POOLED_LOCO,C07,r_u,6,4800,simulation-based threshold-exceedance sensitivity,1347
A_reduction,0.2,DURATION_POOLED_LOCO,C07,joint,6,4800,simulation-based threshold-exceedance sensitivity,520
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,80
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,1196
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,505
A_reduction,0.2,DURATION_POOLED_GLOBAL,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,80
A_reduction,0.2,DURATION_POOLED_GLOBAL,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,1014
A_reduction,0.2,DURATION_POOLED_GLOBAL,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,418
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,97
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,1272
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,467
A_reduction,0.2,DURATION_POOLED_LOCO,C08,r_y,4,3200,simulation-based threshold-exceedance sensitivity,80
A_reduction,0.2,DURATION_POOLED_LOCO,C08,r_u,4,3200,simulation-based threshold-exceedance sensitivity,994
A_reduction,0.2,DURATION_POOLED_LOCO,C08,joint,4,3200,simulation-based threshold-exceedance sensitivity,420
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,144
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,2027
A_reduction,0.2,SINGLE_CONTROLLER_HELD_OUT,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,2077
A_reduction,0.2,DURATION_POOLED_GLOBAL,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,47
A_reduction,0.2,DURATION_POOLED_GLOBAL,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1316
A_reduction,0.2,DURATION_POOLED_GLOBAL,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,453
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,81
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1576
A_reduction,0.2,CONTROLLER_BALANCED_GLOBAL,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,480
A_reduction,0.2,DURATION_POOLED_LOCO,C09,r_y,5,4000,simulation-based threshold-exceedance sensitivity,47
A_reduction,0.2,DURATION_POOLED_LOCO,C09,r_u,5,4000,simulation-based threshold-exceedance sensitivity,1122
A_reduction,0.2,DURATION_POOLED_LOCO,C09,joint,5,4000,simulation-based threshold-exceedance sensitivity,445
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,439
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,3907
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,4356
A_reduction,0.3,DURATION_POOLED_GLOBAL,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,495
A_reduction,0.3,DURATION_POOLED_GLOBAL,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,4822
A_reduction,0.3,DURATION_POOLED_GLOBAL,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,1817
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,517
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,4888
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,4977
A_reduction,0.3,DURATION_POOLED_LOCO,C01,r_y,12,9600,simulation-based threshold-exceedance sensitivity,500
A_reduction,0.3,DURATION_POOLED_LOCO,C01,r_u,12,9600,simulation-based threshold-exceedance sensitivity,4851
A_reduction,0.3,DURATION_POOLED_LOCO,C01,joint,12,9600,simulation-based threshold-exceedance sensitivity,4716
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,607
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,7323
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2537
A_reduction,0.3,DURATION_POOLED_GLOBAL,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,617
A_reduction,0.3,DURATION_POOLED_GLOBAL,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,9032
A_reduction,0.3,DURATION_POOLED_GLOBAL,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,2721
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,683
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,9146
A_reduction,0.3,CONTROLLER_BALANCED_GLOBAL,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,9141
A_reduction,0.3,DURATION_POOLED_LOCO,C02,r_y,22,17600,simulation-based threshold-exceedance sensitivity,620
A_reduction,0.3,DURATION_POOLED_LOCO,C02,r_u,22,17600,simulation-based threshold-exceedance sensitivity,9092
A_reduction,0.3,DURATION_POOLED_LOCO,C02,joint,22,17600,simulation-based threshold-exceedance sensitivity,9101
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,543
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,5665
A_reduction,0.3,SINGLE_CONTROLLER_HELD_OUT,C03,joint,14,11200,simulation-based threshold-exceedance sensitivity,2971
A_reduction,0.3,DURATION_POOLED_GLOBAL,C03,r_y,14,11200,simulation-based threshold-exceedance sensitivity,516
A_reduction,0.3,DURATION_POOLED_GLOBAL,C03,r_u,14,11200,simulation-based threshold-exceedance sensitivity,5685
