calibration_controller_count,calibration_controllers,evaluation_controller,channel,evaluation_cycle_count,pooling_method,calibration_cycle_count,selection_repetitions,unseen_controller_far
3,C03;C07;C08,C04,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.005208333333333333
3,C03;C07;C08,C04,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.007083333333333335
3,C03;C07;C08,C04,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.0003125
3,C03;C07;C08,C04,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0009375
3,C03;C07;C08,C04,joint,12,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.005416666666666667
3,C03;C07;C08,C04,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005937500000000001
3,C03;C07;C08,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.00375
3,C03;C07;C08,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00625
3,C03;C07;C08,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.0
3,C03;C07;C08,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0005
3,C03;C07;C08,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.0045000000000000005
3,C03;C07;C08,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005000000000000001
3,C03;C07;C08,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.005
3,C03;C07;C08,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.006750000000000001
3,C03;C07;C08,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.003
3,C03;C07;C08,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00425
3,C03;C07;C08,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.0045
3,C03;C07;C08,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0052499999999999995
3,C03;C07;C08,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.00225
3,C03;C07;C08,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00375
3,C03;C07;C08,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.0
3,C03;C07;C08,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0
3,C03;C07;C08,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,24,1,0.00275
3,C03;C07;C08,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00425
3,C03;C07;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.018124999999999995
3,C03;C07;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.025520833333333336
3,C03;C07;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.036041666666666666
3,C03;C07;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.14161458333333332
3,C03;C07;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.01927083333333333
3,C03;C07;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.028177083333333332
3,C03;C07;C09,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.011818181818181821
3,C03;C07;C09,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.019375000000000007
3,C03;C07;C09,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.02693181818181819
3,C03;C07;C09,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.13093750000000004
3,C03;C07;C09,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.012556818181818185
3,C03;C07;C09,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02019886363636364
3,C03;C07;C09,C04,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.005208333333333333
3,C03;C07;C09,C04,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.009166666666666667
3,C03;C07;C09,C04,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.0013541666666666667
3,C03;C07;C09,C04,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.010937500000000001
3,C03;C07;C09,C04,joint,12,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.006354166666666668
3,C03;C07;C09,C04,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.008489583333333332
3,C03;C07;C09,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.00375
3,C03;C07;C09,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00975
3,C03;C07;C09,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.00075
3,C03;C07;C09,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0052499999999999995
3,C03;C07;C09,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.00575
3,C03;C07;C09,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.008875000000000001
3,C03;C07;C09,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.005
3,C03;C07;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.008
3,C03;C07;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.006
3,C03;C07;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02375
3,C03;C07;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.00575
3,C03;C07;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0075000000000000015
3,C03;C07;C09,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.010937500000000001
3,C03;C07;C09,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0196875
3,C03;C07;C09,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.0196875
3,C03;C07;C09,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03328125
3,C03;C07;C09,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,25,1,0.0171875
3,C03;C07;C09,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.021249999999999998
3,C03;C08;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.01802083333333333
3,C03;C08;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.022604166666666665
3,C03;C08;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.026041666666666668
3,C03;C08;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0334375
3,C03;C08;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.016458333333333335
3,C03;C08;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01755208333333333
3,C03;C08;C09,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.011761363636363638
3,C03;C08;C09,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.016022727272727272
3,C03;C08;C09,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.02
3,C03;C08;C09,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02403409090909091
3,C03;C08;C09,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.008295454545454549
3,C03;C08;C09,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.010539772727272731
3,C03;C08;C09,C04,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.005208333333333333
3,C03;C08;C09,C04,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.007500000000000002
3,C03;C08;C09,C04,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0003125
3,C03;C08;C09,C04,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0009375
3,C03;C08;C09,C04,joint,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.005
3,C03;C08;C09,C04,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005729166666666667
3,C03;C08;C09,C05,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.00375
3,C03;C08;C09,C05,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.006750000000000001
3,C03;C08;C09,C05,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0
3,C03;C08;C09,C05,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0005
3,C03;C08;C09,C05,joint,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0045000000000000005
3,C03;C08;C09,C05,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0055000000000000005
3,C03;C08;C09,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.005
3,C03;C08;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.007000000000000001
3,C03;C08;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.003
3,C03;C08;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00425
3,C03;C08;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0032500000000000003
3,C03;C08;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00475
3,C03;C08;C09,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0022916666666666667
3,C03;C08;C09,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.004375
3,C03;C08;C09,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0
3,C03;C08;C09,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0
3,C03;C08;C09,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.00375
3,C03;C08;C09,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005416666666666667
3,C04;C05;C06,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.025937500000000002
3,C04;C05;C06,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02666666666666666
3,C04;C05;C06,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.1403125
3,C04;C05;C06,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.13989583333333336
3,C04;C05;C06,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.036875
3,C04;C05;C06,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03578125
3,C04;C05;C06,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.023522727272727282
3,C04;C05;C06,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.024090909090909097
3,C04;C05;C06,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.13000000000000003
3,C04;C05;C06,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.12988636363636366
3,C04;C05;C06,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.029375
3,C04;C05;C06,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.029147727272727273
3,C04;C05;C06,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.02714285714285714
3,C04;C05;C06,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.028660714285714293
3,C04;C05;C06,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.03330357142857143
3,C04;C05;C06,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03285714285714287
3,C04;C05;C06,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.034107142857142864
3,C04;C05;C06,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.034598214285714295
3,C04;C05;C06,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.009583333333333334
3,C04;C05;C06,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.010208333333333333
3,C04;C05;C06,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0
3,C04;C05;C06,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0
3,C04;C05;C06,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.011458333333333333
3,C04;C05;C06,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.012083333333333333
3,C04;C05;C06,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0246875
3,C04;C05;C06,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.025937500000000002
3,C04;C05;C06,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.03125
3,C04;C05;C06,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0309375
3,C04;C05;C06,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0275
3,C04;C05;C06,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0278125
3,C04;C05;C06,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0095
3,C04;C05;C06,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01
3,C04;C05;C06,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.00025
3,C04;C05;C06,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00025
3,C04;C05;C06,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.011
3,C04;C05;C06,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01125
3,C04;C05;C07,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.025937500000000002
3,C04;C05;C07,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.025937500000000002
3,C04;C05;C07,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.14479166666666668
3,C04;C05;C07,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.14578125
3,C04;C05;C07,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.036458333333333336
3,C04;C05;C07,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.036145833333333335
3,C04;C05;C07,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.02335227272727273
3,C04;C05;C07,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.023465909090909096
3,C04;C05;C07,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.174375
3,C04;C05;C07,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.17636363636363636
3,C04;C05;C07,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.03028409090909091
3,C04;C05;C07,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.030909090909090914
3,C04;C05;C07,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.026964285714285715
3,C04;C05;C07,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02714285714285714
3,C04;C05;C07,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.13848214285714286
3,C04;C05;C07,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.15419642857142857
3,C04;C05;C07,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.03125000000000001
3,C04;C05;C07,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03111607142857143
3,C04;C05;C07,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0085
3,C04;C05;C07,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0085
3,C04;C05;C07,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.11200000000000002
3,C04;C05;C07,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.1145
3,C04;C05;C07,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.009000000000000001
3,C04;C05;C07,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.009000000000000001
3,C04;C05;C07,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0246875
3,C04;C05;C07,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0246875
3,C04;C05;C07,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.109375
3,C04;C05;C07,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.12406249999999999
3,C04;C05;C07,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.028125
3,C04;C05;C07,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.029375000000000002
3,C04;C05;C07,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.0095
3,C04;C05;C07,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0095
3,C04;C05;C07,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.002
3,C04;C05;C07,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.003
3,C04;C05;C07,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.010000000000000002
3,C04;C05;C07,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01025
3,C04;C05;C08,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.023125000000000003
3,C04;C05;C08,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.023020833333333334
3,C04;C05;C08,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.13604166666666664
3,C04;C05;C08,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.09229166666666667
3,C04;C05;C08,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.028541666666666663
3,C04;C05;C08,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.023385416666666665
3,C04;C05;C08,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.01659090909090909
3,C04;C05;C08,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.016534090909090908
3,C04;C05;C08,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.12829545454545455
3,C04;C05;C08,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.12215909090909091
3,C04;C05;C08,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.020511363636363637
3,C04;C05;C08,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.015539772727272728
3,C04;C05;C08,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.019910714285714285
3,C04;C05;C08,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01955357142857143
3,C04;C05;C08,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.030625000000000003
3,C04;C05;C08,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.022410714285714284
3,C04;C05;C08,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.022589285714285718
3,C04;C05;C08,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01946428571428572
3,C04;C05;C08,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.007000000000000001
3,C04;C05;C08,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.007000000000000001
3,C04;C05;C08,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.015250000000000003
3,C04;C05;C08,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0115
3,C04;C05;C08,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.007250000000000001
3,C04;C05;C08,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00575
3,C04;C05;C08,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.006458333333333333
3,C04;C05;C08,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005625000000000001
3,C04;C05;C08,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.0
3,C04;C05;C08,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0
3,C04;C05;C08,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.007500000000000001
3,C04;C05;C08,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.004791666666666667
3,C04;C05;C08,C09,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.005
3,C04;C05;C08,C09,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.005
3,C04;C05;C08,C09,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.0
3,C04;C05;C08,C09,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0
3,C04;C05;C08,C09,joint,5,DURATION_WEIGHTED_ALL_CYCLES,21,1,0.005
3,C04;C05;C08,C09,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00475
3,C04;C05;C09,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.02583333333333333
3,C04;C05;C09,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.026145833333333337
3,C04;C05;C09,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.1438541666666667
3,C04;C05;C09,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.145625
3,C04;C05;C09,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0384375
3,C04;C05;C09,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0384375
3,C04;C05;C09,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.022897727272727274
3,C04;C05;C09,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.023892045454545464
3,C04;C05;C09,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.17363636363636362
3,C04;C05;C09,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.1759375
3,C04;C05;C09,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.031306818181818186
3,C04;C05;C09,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03227272727272727
3,C04;C05;C09,C03,r_y,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.025446428571428568
3,C04;C05;C09,C03,r_y,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.027232142857142854
3,C04;C05;C09,C03,r_u,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.12455357142857144
3,C04;C05;C09,C03,r_u,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.14919642857142856
3,C04;C05;C09,C03,joint,14,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.03214285714285715
3,C04;C05;C09,C03,joint,14,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03299107142857143
3,C04;C05;C09,C06,r_y,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0085
3,C04;C05;C09,C06,r_y,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.00925
3,C04;C05;C09,C06,r_u,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.11074999999999999
3,C04;C05;C09,C06,r_u,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.114125
3,C04;C05;C09,C06,joint,5,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.00875
3,C04;C05;C09,C06,joint,5,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.009000000000000001
3,C04;C05;C09,C07,r_y,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.009375
3,C04;C05;C09,C07,r_y,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.009583333333333334
3,C04;C05;C09,C07,r_u,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.0004166666666666667
3,C04;C05;C09,C07,r_u,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.0010416666666666667
3,C04;C05;C09,C07,joint,6,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.009791666666666666
3,C04;C05;C09,C07,joint,6,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.01
3,C04;C05;C09,C08,r_y,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.023125
3,C04;C05;C09,C08,r_y,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02484375
3,C04;C05;C09,C08,r_u,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.08875
3,C04;C05;C09,C08,r_u,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.12296875
3,C04;C05;C09,C08,joint,4,DURATION_WEIGHTED_ALL_CYCLES,22,1,0.029062499999999998
3,C04;C05;C09,C08,joint,4,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.03140625
3,C04;C06;C07,C01,r_y,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.02666666666666666
3,C04;C06;C07,C01,r_y,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02765625
3,C04;C06;C07,C01,r_u,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.14114583333333333
3,C04;C06;C07,C01,r_u,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.1409375
3,C04;C06;C07,C01,joint,12,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.03822916666666667
3,C04;C06;C07,C01,joint,12,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.038177083333333334
3,C04;C06;C07,C02,r_y,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.024034090909090918
3,C04;C06;C07,C02,r_y,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.02522727272727273
3,C04;C06;C07,C02,r_u,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.1307386363636364
3,C04;C06;C07,C02,r_u,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.1307386363636364
3,C04;C06;C07,C02,joint,22,DURATION_WEIGHTED_ALL_CYCLES,23,1,0.03028409090909091
3,C04;C06;C07,C02,joint,22,EQUAL_CONTROLLER_FOUR_CYCLES,12,40,0.029914772727272727
