direction,channel,calibration_threshold,source_mad,target_mad,source_q99,target_q99,wasserstein_distance,ks_statistic_descriptive
C04_TO_C01,r_y,0.47841476441299235,0.015594782256378448,0.015594763374697784,0.47797669489939004,0.7490868427787687,0.01090100539274895,0.06197916666666667
C01_TO_C04,r_y,0.7490868448685966,0.015594763374697784,0.015594782256378448,0.7490868427787687,0.47797669489939004,0.01090100539274895,0.06197916666666667
C04_TO_C01,r_u,0.382446823975948,0.027927534304926782,0.06685869204151743,0.3813955895973219,0.9226001374379398,0.09328493758921474,0.4225
C01_TO_C04,r_u,0.9259913642062267,0.06685869204151743,0.027927534304926782,0.9226001374379398,0.3813955895973219,0.09328493758921474,0.4225
C04_TO_C01,joint,6.547360517162326,1.03474158289618,0.8897550745910243,6.536700766255719,10.626422760523683,0.4309520689910436,0.17520833333333333
C01_TO_C04,joint,13.889607585983851,1.0390060660682303,0.646966963335595,13.801337545961921,9.269931221651069,0.4088374069238435,0.1746875
