category,calibration_controller,evaluation_controller,calibration_run,evaluation_run,direction,calibration_cycles,evaluation_cycles,channel,evaluation_samples,exceedance_count
CROSS_CONTROLLER,C07,C01,16,10,RUN_TO_RUN,6,10,r_u,8000,1273
CROSS_CONTROLLER,C07,C01,16,10,RUN_TO_RUN,6,10,joint,8000,958
CROSS_CONTROLLER,C07,C02,16,11,RUN_TO_RUN,6,22,r_y,17600,423
CROSS_CONTROLLER,C07,C02,16,11,RUN_TO_RUN,6,22,r_u,17600,5433
CROSS_CONTROLLER,C07,C02,16,11,RUN_TO_RUN,6,22,joint,17600,2204
CROSS_CONTROLLER,C07,C03,16,12,RUN_TO_RUN,6,14,r_y,11200,316
CROSS_CONTROLLER,C07,C03,16,12,RUN_TO_RUN,6,14,r_u,11200,5114
CROSS_CONTROLLER,C07,C03,16,12,RUN_TO_RUN,6,14,joint,11200,344
CROSS_CONTROLLER,C07,C04,16,13,RUN_TO_RUN,6,6,r_y,4800,50
CROSS_CONTROLLER,C07,C04,16,13,RUN_TO_RUN,6,6,r_u,4800,578
CROSS_CONTROLLER,C07,C04,16,13,RUN_TO_RUN,6,6,joint,4800,53
CROSS_CONTROLLER,C07,C04,16,18,RUN_TO_RUN,6,6,r_y,4800,48
CROSS_CONTROLLER,C07,C04,16,18,RUN_TO_RUN,6,6,r_u,4800,595
CROSS_CONTROLLER,C07,C04,16,18,RUN_TO_RUN,6,6,joint,4800,55
CROSS_CONTROLLER,C07,C05,16,14,RUN_TO_RUN,6,5,r_y,4000,42
CROSS_CONTROLLER,C07,C05,16,14,RUN_TO_RUN,6,5,r_u,4000,485
CROSS_CONTROLLER,C07,C05,16,14,RUN_TO_RUN,6,5,joint,4000,41
CROSS_CONTROLLER,C07,C06,16,15,RUN_TO_RUN,6,5,r_y,4000,37
CROSS_CONTROLLER,C07,C06,16,15,RUN_TO_RUN,6,5,r_u,4000,509
CROSS_CONTROLLER,C07,C06,16,15,RUN_TO_RUN,6,5,joint,4000,38
CROSS_CONTROLLER,C07,C08,16,17,RUN_TO_RUN,6,4,r_y,3200,83
CROSS_CONTROLLER,C07,C08,16,17,RUN_TO_RUN,6,4,r_u,3200,427
CROSS_CONTROLLER,C07,C08,16,17,RUN_TO_RUN,6,4,joint,3200,109
CROSS_CONTROLLER,C07,C09,16,19,RUN_TO_RUN,6,5,r_y,4000,40
CROSS_CONTROLLER,C07,C09,16,19,RUN_TO_RUN,6,5,r_u,4000,52
CROSS_CONTROLLER,C07,C09,16,19,RUN_TO_RUN,6,5,joint,4000,37
CROSS_CONTROLLER,C08,C01,17,9,RUN_TO_RUN,4,2,r_y,1600,23
CROSS_CONTROLLER,C08,C01,17,9,RUN_TO_RUN,4,2,r_u,1600,31
CROSS_CONTROLLER,C08,C01,17,9,RUN_TO_RUN,4,2,joint,1600,17
CROSS_CONTROLLER,C08,C01,17,10,RUN_TO_RUN,4,10,r_y,8000,146
CROSS_CONTROLLER,C08,C01,17,10,RUN_TO_RUN,4,10,r_u,8000,206
CROSS_CONTROLLER,C08,C01,17,10,RUN_TO_RUN,4,10,joint,8000,120
CROSS_CONTROLLER,C08,C02,17,11,RUN_TO_RUN,4,22,r_y,17600,207
CROSS_CONTROLLER,C08,C02,17,11,RUN_TO_RUN,4,22,r_u,17600,332
CROSS_CONTROLLER,C08,C02,17,11,RUN_TO_RUN,4,22,joint,17600,117
CROSS_CONTROLLER,C08,C03,17,12,RUN_TO_RUN,4,14,r_y,11200,131
CROSS_CONTROLLER,C08,C03,17,12,RUN_TO_RUN,4,14,r_u,11200,135
CROSS_CONTROLLER,C08,C03,17,12,RUN_TO_RUN,4,14,joint,11200,103
CROSS_CONTROLLER,C08,C04,17,13,RUN_TO_RUN,4,6,r_y,4800,27
CROSS_CONTROLLER,C08,C04,17,13,RUN_TO_RUN,4,6,r_u,4800,0
CROSS_CONTROLLER,C08,C04,17,13,RUN_TO_RUN,4,6,joint,4800,11
CROSS_CONTROLLER,C08,C04,17,18,RUN_TO_RUN,4,6,r_y,4800,23
CROSS_CONTROLLER,C08,C04,17,18,RUN_TO_RUN,4,6,r_u,4800,0
CROSS_CONTROLLER,C08,C04,17,18,RUN_TO_RUN,4,6,joint,4800,19
CROSS_CONTROLLER,C08,C05,17,14,RUN_TO_RUN,4,5,r_y,4000,14
CROSS_CONTROLLER,C08,C05,17,14,RUN_TO_RUN,4,5,r_u,4000,0
CROSS_CONTROLLER,C08,C05,17,14,RUN_TO_RUN,4,5,joint,4000,11
CROSS_CONTROLLER,C08,C06,17,15,RUN_TO_RUN,4,5,r_y,4000,20
CROSS_CONTROLLER,C08,C06,17,15,RUN_TO_RUN,4,5,r_u,4000,9
CROSS_CONTROLLER,C08,C06,17,15,RUN_TO_RUN,4,5,joint,4000,3
CROSS_CONTROLLER,C08,C07,17,16,RUN_TO_RUN,4,6,r_y,4800,11
CROSS_CONTROLLER,C08,C07,17,16,RUN_TO_RUN,4,6,r_u,4800,0
CROSS_CONTROLLER,C08,C07,17,16,RUN_TO_RUN,4,6,joint,4800,15
CROSS_CONTROLLER,C08,C09,17,19,RUN_TO_RUN,4,5,r_y,4000,9
CROSS_CONTROLLER,C08,C09,17,19,RUN_TO_RUN,4,5,r_u,4000,0
CROSS_CONTROLLER,C08,C09,17,19,RUN_TO_RUN,4,5,joint,4000,11
CROSS_CONTROLLER,C09,C01,19,9,RUN_TO_RUN,5,2,r_y,1600,33
CROSS_CONTROLLER,C09,C01,19,9,RUN_TO_RUN,5,2,r_u,1600,231
CROSS_CONTROLLER,C09,C01,19,9,RUN_TO_RUN,5,2,joint,1600,229
CROSS_CONTROLLER,C09,C01,19,10,RUN_TO_RUN,5,10,r_y,8000,218
CROSS_CONTROLLER,C09,C01,19,10,RUN_TO_RUN,5,10,r_u,8000,1238
CROSS_CONTROLLER,C09,C01,19,10,RUN_TO_RUN,5,10,joint,8000,1269
CROSS_CONTROLLER,C09,C02,19,11,RUN_TO_RUN,5,22,r_y,17600,423
CROSS_CONTROLLER,C09,C02,19,11,RUN_TO_RUN,5,22,r_u,17600,5018
CROSS_CONTROLLER,C09,C02,19,11,RUN_TO_RUN,5,22,joint,17600,4694
CROSS_CONTROLLER,C09,C03,19,12,RUN_TO_RUN,5,14,r_y,11200,306
CROSS_CONTROLLER,C09,C03,19,12,RUN_TO_RUN,5,14,r_u,11200,4718
CROSS_CONTROLLER,C09,C03,19,12,RUN_TO_RUN,5,14,joint,11200,3740
CROSS_CONTROLLER,C09,C04,19,13,RUN_TO_RUN,5,6,r_y,4800,50
CROSS_CONTROLLER,C09,C04,19,13,RUN_TO_RUN,5,6,r_u,4800,474
CROSS_CONTROLLER,C09,C04,19,13,RUN_TO_RUN,5,6,joint,4800,119
CROSS_CONTROLLER,C09,C04,19,18,RUN_TO_RUN,5,6,r_y,4800,48
CROSS_CONTROLLER,C09,C04,19,18,RUN_TO_RUN,5,6,r_u,4800,546
CROSS_CONTROLLER,C09,C04,19,18,RUN_TO_RUN,5,6,joint,4800,136
CROSS_CONTROLLER,C09,C05,19,14,RUN_TO_RUN,5,5,r_y,4000,41
CROSS_CONTROLLER,C09,C05,19,14,RUN_TO_RUN,5,5,r_u,4000,393
CROSS_CONTROLLER,C09,C05,19,14,RUN_TO_RUN,5,5,joint,4000,100
CROSS_CONTROLLER,C09,C06,19,15,RUN_TO_RUN,5,5,r_y,4000,37
CROSS_CONTROLLER,C09,C06,19,15,RUN_TO_RUN,5,5,r_u,4000,495
CROSS_CONTROLLER,C09,C06,19,15,RUN_TO_RUN,5,5,joint,4000,465
CROSS_CONTROLLER,C09,C07,19,16,RUN_TO_RUN,5,6,r_y,4800,46
CROSS_CONTROLLER,C09,C07,19,16,RUN_TO_RUN,5,6,r_u,4800,28
CROSS_CONTROLLER,C09,C07,19,16,RUN_TO_RUN,5,6,joint,4800,30
CROSS_CONTROLLER,C09,C08,19,17,RUN_TO_RUN,5,4,r_y,3200,80
CROSS_CONTROLLER,C09,C08,19,17,RUN_TO_RUN,5,4,r_u,3200,421
CROSS_CONTROLLER,C09,C08,19,17,RUN_TO_RUN,5,4,joint,3200,432
